group_key,total,variants,unique_msgs,top_members,sizes,colors,units,merged_stems
закладк светильник универсальн,1,1,1,закладка для светильников универсальная(1),,,шт:1,
двойн закладн,1,1,1,закладная двойная 80*160(1),80*160:1,,—:1,
дерев закладн,1,1,1,закладная дерево 40*40(1),40*40:1,,шт:1,
деревян закладн,1,1,1,закладная деревяная 40/40(1),40/40:1,,шт:1,
вентилятор деревянн закладн отверсти,1,1,1,закладная деревянная под вентилятор с отверстием 120 мм(1),120:1,,шт:1,
arte lamp pl tarf,1,1,1,закладная для встраиваемый светильник arte lamp tarf a2168pl-2wh(1),"2168:1, 2:1",,шт:1,
закладн кольц люстр фанер,1,1,1,закладная для люстры фанера + кольцо(1),,,шт:1,
закладн натяжн потолк,1,1,1,закладная для натяжных потолков d55-115 мм белая(1),"55:1, 115:1",белая:1,шт:1,
датчик закладн пож,1,1,1,закладная для пож.датчика(1),,,шт:1,
закладн прямоугольног светильник,1,1,1,закладная для прямоугольного светильника 160*80(1),160*80:1,,шт:1,
закладн светильник сдвоенног,1,1,1,закладная для сдвоенного светильника(1),,,шт:1,
вытяжк закладн термокольц,1,1,1,закладная и термокольцо под вытяжку 125(1),125:1,,—:1,
закладн пластик,1,1,1,закладная из 10 мм пластика(1),10:1,,шт:1,
закладн пвх прямоугольн светильник,1,1,1,закладная из пвх под прямоугольный светильник(1),,,шт:1,
вытяжк закладн фанер эл,1,1,1,закладная из фанеры под эл.вытяжку(1),,,шт:1,
закладн квадрат универсал,1,1,1,закладная квадрат универсал(1),,,—:1,
закладн кругл,1,1,1,закладная круглая 95мм(1),95:1,,шт:1,
закладн люстр малым отверсти,1,1,1,закладная люстра 120 с малым отверстием(1),120:1,,шт:1,
закладн мин фанер,1,1,1,закладная мини фанере(1),,,шт:1,
закладн овал,1,1,1,закладная овал 160*82(1),160*82:1,,шт:1,
закладн перфорированн пластин,1,1,1,закладная перфорированная пластина(1),,,шт:1,
закладн платформ,1,1,1,закладная платформа 60-110(1),"60:1, 110:1",,шт:1,
активн вытяжк закладн,1,1,1,закладная под активную вытяжку(1),,,шт:1,
брусь закладн,1,1,1,закладная под брусья(1),,,—:1,
вент закладн,1,1,1,закладная под вент 120(1),120:1,,—:1,
вентилятор закладн фонео,1,1,1,закладная под вентилятор 110 фонеоа(1),110:1,,шт:1,
вентилятор дерев закладн,1,1,1,закладная под вентилятор дерево(1),,,шт:1,
вентилятор деревянн закладн,1,1,1,закладная под вентилятор деревянная 105мм(1),105:1,,шт:1,
вентилятор закладн пластиков,1,1,1,закладная под вентилятор пластиковая(1),,,шт:1,
вентиялтор деревянн закладн,1,1,1,закладная под вентиялтор деревянная(1),,,шт:1,
вытяжк закладн пк фанер,1,1,1,"закладная под вытяжку фанера пк 12 3,2(1)","12:1, 3,2:1",,шт:1,
диффузор закладн,1,1,1,закладная под диффузор 125мм(1),125:1,,шт:1,
закладн люстр сбор,1,1,1,закладная под люстру в сборе(1),,,шт:1,
внешн диаметр закладн люстр,1,1,1,закладная под люстру диаметр внешний 120мм и отверстие по центру 30мм(1),"120:1, 30:1",,шт:1,
закладн люстр фан,1,1,1,закладная под люстру из фан(1),,,шт:1,
закладн люстр пластик стандарт,1,1,1,закладная под люстру пластик стандарт(1),,,шт:1,
закладн люстр тисс,1,1,1,закладная под люстру тисса(1),,,шт:1,
закладн люстр сливн,1,1,1,закладная под люстру у сливная(1),,,шт:1,
закладн люстр универс,1,1,1,закладная под люстру универс.(1),,,шт:1,
закладн люстр усил,1,1,1,закладная под люстру усил(1),,,шт:1,
закладн люстр мин фанер,1,1,1,закладная под люстру фанера мини(1),,,шт:1,
закладн люстр отверсти фанер,1,1,1,закладная под люстру фанера с отверстием(1),,,шт:1,
закладн накладн свет,1,1,1,закладная под накладной свет(1),,,шт:1,
закладн накладн светильник фанер,1,1,1,закладная под накладной светильник из фанеры(1),,,—:1,
закладн них,1,1,1,закладная под них(1),,,шт:1,
закладн люстр мал пожарк,1,1,1,закладная под пожарку (малая люстра)(1),,,шт:1,
датчик закладн отверсти пожарн,1,1,1,закладная под пожарная датчик с отверстием 20 мм(1),20:1,,шт:1,
датчик закладн пластик пожарн,1,1,1,закладная под пожарный датчик (пластик)(1),,,шт:1,
датчик деревянны закладн пожарн,1,1,1,закладная под пожарный датчик деревянные(1),,,шт:1,
закладн кругл светильник,1,1,1,закладная под светильник 70 мм круглая(1),70:1,,шт:1,
закладн светильник термокольц,1,1,1,закладная под светильник 90 мм + термокольцо(1),90:1,,шт:1,
встраиваем закладн светильник,1,1,1,закладная под светильник встраиваемый d090(1),090:1,,шт:1,
закладн светильник сдвоенны,1,1,1,закладная под сдвоенные светильники(1),,,шт:1,
датчик закладн пож спот,1,1,1,закладная под спот/пож датчик(1),,,шт:1,
закладн свет точечн,1,1,1,закладная под точечный. свет(1),,,шт:1,
закладн св,1,1,1,закладная под.св. 125-155(1),"125:1, 155:1",,шт:1,
датч закладн пож,1,1,1,закладная пож датч(1),,,шт:1,
закладн универсал,1,1,1,закладная универсал(1),,,шт:1,
закладн универсалк,1,1,1,закладная универсалка(1),,,шт:1,
закладн не универсальн,1,1,1,закладная универсальная не чёрная 55-115(1),"55:1, 115:1",чёрная:1,коробка:1,
встр закладн светильник универсальн,1,1,1,закладная универсальная под встр светильник(1),,,шт:1,
встроенн закладн светильник универсальн,1,1,1,закладная универсальная под встроенный светильник 60-120(1),"60:1, 120:1",,шт:1,
врезн закладн кругл отверсти,1,1,1,"закладная фанера круглая 380д, врезное отверстие 170(1)","380:1, 170:1",,шт:1,
динамик закладн фанер,1,1,1,закладная фанера под динамик 220(1),220:1,,шт:1,
